FAHRPLAN_ANLAUFPUNKT_UID;FAHRPLAN_UID;FAHRPLAN_ID;LKW_KENNZEICHEN;ANLAUFPUNKT_SEQUENZNUMMER;ALP_IST_ERSTER_ALP;ALP_IST_LETZTER_ALP;ANLAUFPUNKT_UID;ANLAUFPUNKT_NAME;ANLAUFPUNKT_HALTESTELLE;ANLAUFPUNKT_SPUR;ANLAUFPUNKT_LAGERBEREICH;FP_ZEITPUNKT_ERSTELLUNG;ALP_ZEITPUNKT_BEREITMELDUNG;ALP_ZEITPUNKT_ERFUELLUNG;FP_ZEITPUNKT_GATEOUT;FP_DAUER_GATEIN_ERSTER_ALP_SEK;ALP_DAUER_ABFERTIGUNG_SEK;ALP_DAUER_NAECHSTER_ALP_SEK;FP_DAUER_LETZT_ALP_GATEOUT_SEK;FP_DAUER_GATEIN_GATEOUT_SEK;LETZTE_AKTUALISIERUNG;FAHRPLAN_HALTESTELLEN_LISTE;ANLAUFPUNKT_AUFTRAG_LISTE;ANLAUFPUNKT_ANZAHL_CONTAINER;TruckVisitGkey;container_id
TP_14901732603_TPS_18172662603;TP_14901732603;804162;f4f4670c0545d00965a6e458321abc61f80d2fb3a51d5594be242cb039ccda8c;2,03E+28;1;1;TPS_18172662603;T15.03.01;T15;3.0;RMG;2026-03-03 09:01:00;2026-03-03 09:26:00;2026-03-03 09:47:00;2026-03-03 09:53:00;1492.0;1255.0;;337.0;3084.0;03.03.2026 11:06;T15;414da644-16d7-11f1-ad01-3f42ca771fbb,415bd174-16d7-11f1-ad02-8b25e7ef699b;2;;
TP_14902612603_TPS_18162902603;TP_14902612603;971553;c4300236854fe24d8ea878af0f51bcabba5ee39f31405db11162caf454b39c2d;2,03E+28;1;1;TPS_18162902603;T10.03.01;T10;3.0;RMG;2026-03-03 06:24:00;2026-03-03 06:30:00;2026-03-03 06:43:00;2026-03-03 06:45:00;340.0;784.0;;130.0;1254.0;03.03.2026 07:35;T10;52ce0d7a-16c1-11f1-94f1-133fe552a285;1;;
TP_14903192603_TPS_18160572603;TP_14903192603;299212;0d1448fd49fafdd914b913582dc19a4f5f0eee608634a9601e449161ba3ff61f;2,03E+28;0;1;TPS_18160572603;HO2.26;HO2;26.0;VC;2026-03-03 04:40:00;2026-03-03 05:58:00;2026-03-03 06:08:00;2026-03-03 06:18:00;;634.0;;608.0;5870.0;03.03.2026 07:06;HO2, T11;ca23e2a0-16b2-11f1-bbbe-af6990572cdf;1;1927440955;
TP_14903442603_TPS_18164972603;TP_14903442603;722107;f308f2b038e8d58e99b53311ea3ef2270d41b231e34631a38ebea51d64215a58;2,03E+28;1;1;TPS_18164972603;T13.02.01;T13;2.0;RMG;2026-03-03 05:58:00;2026-03-03 06:05:00;2026-03-03 06:09:00;2026-03-03 06:15:00;375.0;246.0;;355.0;976.0;03.03.2026 07:06;T13;b17478a4-16bd-11f1-8811-d3f2a51103b8;1;;
TP_14904132603_TPS_18166992603;TP_14904132603;275051;94aabd0831cf1eb6a7b9e1bce5fde3b1ab8c00631d4ece10623e2224f9f84225;2,03E+28;1;1;TPS_18166992603;HO2.26;HO2;26.0;VC;2026-03-03 07:00:00;2026-03-03 07:24:00;2026-03-03 07:31:00;2026-03-03 07:42:00;1398.0;447.0;;623.0;2468.0;03.03.2026 08:35;HO2;5a67dde0-16c6-11f1-9794-c7632f3120c9;1;;
TP_14904742603_TPS_18163222603;TP_14904742603;911362;9b7ce5912d25ff0c2a8c2503a5fdc5834c7afd48c5f2f49c69e6b037f9772f49;2,03E+28;0;1;TPS_18163222603;HO2.25;HO2;25.0;VC;2026-03-03 07:26:00;2026-03-03 08:19:00;2026-03-03 08:38:00;2026-03-03 09:45:00;;1133.0;;4046.0;8372.0;03.03.2026 10:35;HO2, T27;083c97ae-16d0-11f1-8927-33c45279a253;1;1927781817;
TP_14905102603_TPS_18167972603;TP_14905102603;720938;752d0176c88f4d0329587a7be5b94bce6994ddaa6a20b0567ea6cd95d2f16160;2,03E+28;1;1;TPS_18167972603;T08.02.01;T08;2.0;RMG;2026-03-03 08:19:00;2026-03-03 08:24:00;2026-03-03 08:32:00;2026-03-03 08:43:00;286.0;468.0;;672.0;1426.0;03.03.2026 09:35;T08;632caf2c-16d1-11f1-a5f6-23aafd6a5be8;1;;
TP_14906342603_TPS_18168012603;TP_14906342603;325854;6fe86584d71422c84d19c18d9473925ca077c7ac4b4defd5a593aa180e4f5e62;2,03E+28;1;1;TPS_18168012603;T06.02.01;T06;2.0;RMG;2026-03-03 08:20:00;2026-03-03 08:33:00;2026-03-03 08:40:00;2026-03-03 08:48:00;752.0;444.0;;446.0;1642.0;03.03.2026 09:35;T06;86ff8230-16d1-11f1-a603-479bcf07f05f;1;;
TP_14906682603_TPS_18173802603;TP_14906682603;626062;75ebb2467b70b2329d74cb4600a64d4bb6a48aec74ff488c5f15cc1055447bda;2,03E+28;1;1;TPS_18173802603;T21.02.01;T21;2.0;RMG;2026-03-03 09:51:00;2026-03-03 09:59:00;2026-03-03 10:18:00;2026-03-03 10:26:00;447.0;1123.0;;524.0;2094.0;03.03.2026 11:35;T21;3d6a34d2-16de-11f1-b406-6bab4ef2d65e;1;;
TP_14907292603_20260303104847000000022902727;TP_14907292603;995643;e8f05a694b69884a537e844e6e8d61df34b3aaecf005f6cff9e47028db8fe10a;2,03E+28;1;1;2,03E+28;LL;LL;;Leerlager;2026-03-03 10:35:00;2026-03-03 10:41:00;2026-03-03 10:48:00;2026-03-03 10:53:00;306.0;462.0;;306.0;1074.0;03.03.2026 12:05;LL;49e0d838-16e5-11f1-92ae-738a4550e387;1;;
TP_14907432603_TPS_18178912603;TP_14907432603;450458;7c44a4e8a4df311a7867b5419dd6d787d3d7839d0c54ccb8fba6a78a7539c55c;2,03E+28;0;1;TPS_18178912603;HO2.26;HO2;26.0;VC;2026-03-03 11:37:00;2026-03-03 12:09:00;2026-03-03 12:14:00;2026-03-03 12:23:00;;303.0;;527.0;2721.0;03.03.2026 13:35;HO2, T06;0bcf362a-16ed-11f1-bd95-cf096a1649c7;1;1929000274;
TP_14907992603_TPS_18127482603;TP_14907992603;955087;01fda6d1ec55cf3452a9b6f010355926674ade4e217f5c439fb1a753a5a4d783;2,03E+28;0;1;TPS_18127482603;HO2.26;HO2;26.0;VC;2026-03-03 13:05:00;2026-03-03 15:26:00;2026-03-03 15:35:00;2026-03-03 15:42:00;;556.0;;398.0;9415.0;03.03.2026 16:35;HO2, T06, T09;f4f94038-170c-11f1-9bb4-536c6f7d6f52;1;1929348501;
TP_14908132603_TPS_18177242603;TP_14908132603;921677;a1c3ef3354a2f155a28927a6761735d4ec1c5c33367bc1001edaa36c69df3ed7;2,03E+28;1;1;TPS_18177242603;T12.02.01;T12;2.0;RMG;2026-03-03 13:46:00;2026-03-03 13:54:00;2026-03-03 13:57:00;2026-03-03 14:04:00;433.0;222.0;;369.0;1024.0;03.03.2026 15:06;T12;124322f2-16ff-11f1-94f4-376c62b28400;1;;
TP_14908602603_20260303095221000000022902628;TP_14908602603;847127;1f7ace4d157e520d9e933b844b3f7f152f0a989b30d0c51b4cd2b02fddc54496;2,03E+28;1;1;2,03E+28;LL;LL;;Leerlager;2026-03-03 09:33:00;2026-03-03 09:42:00;2026-03-03 09:52:00;2026-03-03 09:59:00;503.0;599.0;;415.0;1517.0;03.03.2026 11:06;LL;08f08541-16dd-11f1-92ae-738a4550e387;1;;
TP_14908712603_TPS_18173112603;TP_14908712603;708627;0a732037fff0ba1175cca1c296c2efb9b2a6c518757648cf3f6af2370d25ccf3;2,03E+28;1;1;TPS_18173112603;HO2.31;HO2;31.0;VC;2026-03-03 09:36:00;2026-03-03 09:46:00;2026-03-03 10:18:00;2026-03-03 10:23:00;593.0;1894.0;;284.0;2771.0;03.03.2026 11:35;HO2;261e46d0-16dc-11f1-b18e-8fc6d6856d9d;1;;
TP_14908852603_TPS_18173332603;TP_14908852603;660212;c39df6d382f7f77a9523f2e0aea0f0a590205dbdbaf94b5f30aa06125638ce47;2,03E+28;0;1;TPS_18173332603;HO2.24;HO2;24.0;VC;2026-03-03 09:40:00;2026-03-03 10:38:00;2026-03-03 10:42:00;2026-03-03 10:50:00;;252.0;;432.0;4159.0;03.03.2026 11:35;HO2, LL, T09;af7e65c2-16dc-11f1-b23d-4b6a36fc4fff;1;1928451367;
TP_14909122603_20260303100612000000022902660;TP_14909122603;904948;a835d6886e7426f49d434d07119947ada552585ed1f57a921d772b2a34097745;2,03E+28;1;1;2,03E+28;LL;LL;;Leerlager;2026-03-03 09:55:00;2026-03-03 10:01:00;2026-03-03 10:06:00;2026-03-03 10:07:00;340.0;273.0;;86.0;699.0;03.03.2026 11:06;LL;bb5a95f8-16df-11f1-92ae-738a4550e387;1;;
TP_14909242603_TPS_18171982603;TP_14909242603;654638;913e745437ac901c0eb6f3d4d9c600ccf4a3d24006b1e6fd3de3d6cabc479e82;2,03E+28;1;1;TPS_18171982603;T06.01.01;T06;1.0;RMG;2026-03-03 10:59:00;2026-03-03 11:04:00;2026-03-03 11:15:00;2026-03-03 11:19:00;263.0;691.0;;223.0;1177.0;03.03.2026 12:05;T06;be34f74c-16e7-11f1-a820-bfe2130b2a88;1;;
TP_14911612603_TPS_18179662603;TP_14911612603;789150;bf9185ebdc853ee28ae8fdc74313a3c1e29f801c4ad0adf9e97f300672080179;2,03E+28;1;1;TPS_18179662603;T15.02.01;T15;2.0;RMG;2026-03-03 12:14:00;2026-03-03 12:21:00;2026-03-03 12:25:00;2026-03-03 12:30:00;404.0;197.0;;341.0;942.0;03.03.2026 13:35;T15;388a486c-16f2-11f1-8ad8-4b2a945f34db;1;;
TP_14911772603_TPS_18174632603;TP_14911772603;446680;921fa19ed1f4e08606101ceced26b4dd943149fa3ffe57157d93da6252a5f383;2,03E+28;1;1;TPS_18174632603;T27.01.01;T27;1.0;RMG;2026-03-03 12:37:00;2026-03-03 12:57:00;2026-03-03 13:25:00;2026-03-03 13:32:00;1200.0;1629.0;;463.0;3292.0;03.03.2026 14:35;T27;6e160e82-16f5-11f1-9124-7f391dfc742f,6e264464-16f5-11f1-9125-4f47371a1105;2;;
TP_14911832603_TPS_18127462603;TP_14911832603;402692;a7a43a24ff9aabff1747cdd6d36f446ed80a716196f6d799e9826ced77fd74b3;2,03E+28;0;1;TPS_18127462603;HO2.29;HO2;29.0;VC;2026-03-03 12:38:00;2026-03-03 13:57:00;2026-03-03 14:03:00;2026-03-03 15:43:00;;357.0;;6018.0;11069.0;03.03.2026 16:35;HO2, T22;;0;;
TP_14911832603_TPS_18174722603;TP_14911832603;402692;a7a43a24ff9aabff1747cdd6d36f446ed80a716196f6d799e9826ced77fd74b3;2,03E+28;1;0;TPS_18174722603;T22.01.01;T22;1.0;RMG;2026-03-03 12:38:00;2026-03-03 12:55:00;2026-03-03 13:23:00;2026-03-03 15:43:00;995.0;1685.0;2014.0;;;03.03.2026 16:35;HO2, T22;919548e6-16f5-11f1-915e-1f12d6252724;1;;
TP_14912852603_TPS_18174582603;TP_14912852603;518518;00cee484ef0f04d514d841c87c74be0eaf3c68be7c8df1a5e128d8938abb0891;2,03E+28;1;1;TPS_18174582603;T13.04.01;T13;4.0;RMG;2026-03-03 12:36:00;2026-03-03 12:52:00;2026-03-03 13:06:00;2026-03-03 13:11:00;916.0;829.0;;344.0;2089.0;03.03.2026 14:05;T13;4aad14b8-16f5-11f1-90f6-db3d6f128e3d;1;;
TP_14913002603_TPS_18181462603;TP_14913002603;470623;6654b203f3974ca378019dff33fc13b70405528d49ad2ed6e657b76e8ffaceac;2,03E+28;1;1;TPS_18181462603;T09.02.01;T09;2.0;RMG;2026-03-03 12:45:00;2026-03-03 13:04:00;2026-03-03 13:11:00;2026-03-03 13:15:00;1113.0;422.0;;225.0;1760.0;03.03.2026 14:05;T09;8c4c63dc-16f6-11f1-9299-db1a1d08ef91;1;;
TP_14913412603_TPS_18179002603;TP_14913412603;202880;5d8981c9e31738d16f4c2e842456d53acb453fb5eb12dcb4582209f63f5e487c;2,03E+28;0;1;TPS_18179002603;T08.03.01;T08;3.0;RMG;2026-03-03 11:39:00;2026-03-03 12:18:00;2026-03-03 12:39:00;2026-03-03 12:51:00;;1311.0;;692.0;4289.0;03.03.2026 13:35;T08, T11;53b79662-16ed-11f1-bdd8-7f848a281e3f;1;;
TP_14913412603_TPS_18178992603;TP_14913412603;202880;5d8981c9e31738d16f4c2e842456d53acb453fb5eb12dcb4582209f63f5e487c;2,03E+28;1;0;TPS_18178992603;T11.01.01;T11;1.0;RMG;2026-03-03 11:39:00;2026-03-03 11:49:00;2026-03-03 11:53:00;2026-03-03 12:51:00;597.0;234.0;1455.0;;;03.03.2026 13:35;T08, T11;53a7b508-16ed-11f1-bdd7-cf23842ef21e;1;;
TP_14914002603_TPS_18181352603;TP_14914002603;447488;93c23e9ea9e7e6c8b15d65add23b993d71adc5cd636849af8d9d4008d5b3d8ed;2,03E+28;1;1;TPS_18181352603;T06.02.01;T06;2.0;RMG;2026-03-03 12:43:00;2026-03-03 12:54:00;2026-03-03 13:08:00;2026-03-03 13:13:00;618.0;880.0;;280.0;1778.0;03.03.2026 14:05;T06;44bcaa68-16f6-11f1-9253-7379df794e6d;1;;
TP_14914542603_TPS_18185612603;TP_14914542603;758801;fb279178a1bfd48283edfc2dc84fbdd8df2323d45585340b7bf00ed857b8238e;2,03E+28;1;1;TPS_18185612603;T26.02.01;T26;2.0;RMG;2026-03-03 16:09:00;2026-03-03 16:26:00;2026-03-03 16:31:00;2026-03-03 16:37:00;990.0;322.0;;355.0;1667.0;03.03.2026 17:35;T26;0c800240-1713-11f1-8c5c-53c7ee9504a3;1;;
TP_14914802603_TPS_18176332603;TP_14914802603;343636;7f2f50e821a23fc9cfefce83701ebb35e6c2b9af4240dda32c2e1cf6599b6011;2,03E+28;1;1;TPS_18176332603;T09.02.01;T09;2.0;RMG;2026-03-03 12:34:00;2026-03-03 12:42:00;2026-03-03 12:46:00;2026-03-03 12:51:00;436.0;259.0;;293.0;988.0;03.03.2026 13:35;T09;0334a7f4-16f5-11f1-83f5-e764ccc012c1;1;;
TP_14914932603_TPS_18181772603;TP_14914932603;494321;658bdda1917e511d7746dc8e98912cd2dc84f6de89e6af7ea2e1473c365e4e0b;2,03E+28;1;1;TPS_18181772603;T09.03.01;T09;3.0;RMG;2026-03-03 12:52:00;2026-03-03 13:22:00;2026-03-03 13:31:00;2026-03-03 13:35:00;1795.0;524.0;;206.0;2525.0;03.03.2026 14:35;T09;86d27ea4-16f7-11f1-9370-5760bc68aad2;1;;
TP_14914982603_TPS_18181822603;TP_14914982603;741103;00910d63751b599ab0b38f7149d46de9276a65de47fb83eb56c6351b1ee69837;2,03E+28;1;1;TPS_18181822603;T09.02.01;T09;2.0;RMG;2026-03-03 12:53:00;2026-03-03 13:27:00;2026-03-03 13:36:00;2026-03-03 14:03:00;1999.0;541.0;;1645.0;4185.0;03.03.2026 15:06;T09;aa9cacd8-16f7-11f1-9389-97b8087fe1a2;1;;
TP_14916082603_TPS_18184212603;TP_14916082603;252009;f414d4d58357c5d7f2f2d4fbca321843b5547d4d267d357e5595e73230106769;2,03E+28;1;1;TPS_18184212603;T21.03.01;T21;3.0;RMG;2026-03-03 14:10:00;2026-03-03 14:19:00;2026-03-03 14:35:00;2026-03-03 14:42:00;522.0;934.0;;444.0;1900.0;03.03.2026 15:35;T21;6c5c4482-1702-11f1-975f-fb57851a8def,6c6c8fcc-1702-11f1-9760-5737e78fdc71;2;;
TP_14916372603_TPS_18180262603;TP_14916372603;531568;3aa614f41f36ce0776b75a48110ffc9fed68e91126cf0f3d0b6b82691116567c;2,03E+28;0;1;TPS_18180262603;T10.03.01;T10;3.0;RMG;2026-03-03 14:38:00;2026-03-03 15:18:00;2026-03-03 15:28:00;2026-03-03 15:35:00;;587.0;;444.0;3420.0;03.03.2026 16:35;HO2, T10;5514523e-1706-11f1-b6f5-7b9661622bd3;1;;
TP_14916372603_TPS_18180252603;TP_14916372603;531568;3aa614f41f36ce0776b75a48110ffc9fed68e91126cf0f3d0b6b82691116567c;2,03E+28;1;0;TPS_18180252603;HO2.28;HO2;28.0;VC;2026-03-03 14:38:00;2026-03-03 14:45:00;2026-03-03 15:03:00;2026-03-03 15:35:00;411.0;1071.0;907.0;;;03.03.2026 16:35;HO2, T10;55143178-1706-11f1-b6f4-37d69b2bfcd9;1;;
TP_14916672603_TPS_18184912603;TP_14916672603;758652;801cf1985e9dbc08704cbf223d6f1b39509daa35d2e4cd239527b1f4fce003b5;2,03E+28;1;1;TPS_18184912603;T24.03.01;T24;3.0;RMG;2026-03-03 15:08:00;2026-03-03 15:17:00;2026-03-03 15:29:00;2026-03-03 15:33:00;507.0;751.0;;220.0;1478.0;03.03.2026 16:35;T24;86c22cc6-170a-11f1-9e1c-d7ae4897aab2;1;;
TP_14917782603_TPS_18163282603;TP_14917782603;880009;aeaf31aacdc86c86b086f285b31260e4b9f76a69781ee0a2f91383bb37641264;2,03E+28;0;1;TPS_18163282603;HO2.34;HO2;34.0;VC;2026-03-03 15:36:00;2026-03-03 16:23:00;2026-03-03 16:39:00;2026-03-03 16:50:00;;931.0;;673.0;4427.0;03.03.2026 17:35;HO2, T07;f158881e-1714-11f1-8d5f-1f9090f82d08;1;1929897183;
TP_14918182603_TPS_18185892603;TP_14918182603;620650;e561f84559b6b9963affbeba6ed45fc4c63a6b1c76c7c712d1b7fc0f54bb027c;2,03E+28;1;1;TPS_18185892603;T14.01.01;T14;1.0;RMG;2026-03-03 16:23:00;2026-03-03 16:30:00;2026-03-03 16:38:00;2026-03-03 16:43:00;362.0;522.0;;307.0;1191.0;03.03.2026 17:35;T14;0106da72-1715-11f1-8df2-e727d1c62424;1;;
TP_14918392603_TPS_18183342603;TP_14918392603;324206;71b4f7b276f15ea741534853d20311568142814e4afaf1baf20c853c0e9953b0;2,03E+28;1;1;TPS_18183342603;T10.03.01;T10;3.0;RMG;2026-03-03 17:25:00;2026-03-03 17:29:00;2026-03-03 17:43:00;2026-03-03 17:47:00;237.0;794.0;;245.0;1276.0;03.03.2026 18:35;T10;a9a92628-171d-11f1-ba47-df00cffb2afb;1;;
TP_14918622603_TPS_18180622603;TP_14918622603;337718;06fa664b117fec8f5167a16397f2678b6ad0d4cca3f6031d9eb67e664113c231;2,03E+28;1;1;TPS_18180622603;T07.01.01;T07;1.0;RMG;2026-03-03 14:44:00;2026-03-03 14:53:00;2026-03-03 15:21:00;2026-03-03 15:33:00;488.0;1688.0;;717.0;2893.0;03.03.2026 16:35;T07;2bfbfaae-1707-11f1-b7d8-8b6306c8ddbc;1;;
TP_14918732603_TPS_18163292603;TP_14918732603;387511;ea6b6fd3388c32e8c8947d2e9808110150082564a9b92a003117cf094f30fbeb;2,03E+28;0;1;TPS_18163292603;HO2.31;HO2;31.0;VC;2026-03-03 14:47:00;2026-03-03 16:30:00;2026-03-03 16:34:00;2026-03-03 16:39:00;;259.0;;300.0;6741.0;03.03.2026 17:35;HO2, T18;;0;1929771391;
TP_14918732603_TPS_18163272603;TP_14918732603;387511;ea6b6fd3388c32e8c8947d2e9808110150082564a9b92a003117cf094f30fbeb;2,03E+28;0;0;TPS_18163272603;HO2.31;HO2;31.0;VC;2026-03-03 14:47:00;2026-03-03 15:49:00;2026-03-03 16:07:00;2026-03-03 16:39:00;;1084.0;1389.0;;;03.03.2026 17:35;HO2, T18;d4c38c64-170d-11f1-8d02-a3c204c33513;1;1929771391;
TP_14918922603_TPS_18181022603;TP_14918922603;572465;4b063d9c078cee767dd7cda5d55d0f9a0b41b80b5a6f980ecff00942a53a8664;2,03E+28;1;1;TPS_18181022603;T12.03.01;T12;3.0;RMG;2026-03-03 14:53:00;2026-03-03 15:03:00;2026-03-03 15:38:00;2026-03-03 15:43:00;561.0;2132.0;;297.0;2990.0;03.03.2026 16:35;T12;6e0f0192-1708-11f1-b8c7-5b7ae18c00f5,6e1e864e-1708-11f1-b8c8-b728578e4983;2;;
TP_14919992603_TPS_18127492603;TP_14919992603;742634;8d60592519c381503e66190e696ca6f5291db80be51363b1c9e9dd26bda86dc0;2,03E+28;0;1;TPS_18127492603;HO2.27;HO2;27.0;VC;2026-03-03 16:16:00;2026-03-03 17:40:00;2026-03-03 17:50:00;2026-03-03 18:46:00;;589.0;;3370.0;9011.0;03.03.2026 19:08;HO2, T17;;0;1929998883;
TP_14920502603_TPS_18190232603;TP_14920502603;919684;a60fe7e5163818a926a86aa00b2c5516e472d038d00bcc4e3b4a33c7a93974ec;2,03E+28;0;1;TPS_18190232603;HO2.25;HO2;25.0;VC;2026-03-03 17:42:00;2026-03-03 18:04:00;2026-03-03 18:11:00;2026-03-03 18:19:00;;424.0;;447.0;2176.0;03.03.2026 19:08;HO2, T12;05a9091e-1720-11f1-9bc6-9b2aece0614f;1;1930356577;
TP_14921262603_TPS_18186032603;TP_14921262603;992805;182e52066bcff9878c1b86302642cc61abe7089da547ad60e1faf5daabe5a043;2,03E+28;1;1;TPS_18186032603;T11.02.01;T11;2.0;RMG;2026-03-03 16:32:00;2026-03-03 16:36:00;2026-03-03 16:46:00;2026-03-03 17:01:00;213.0;646.0;;899.0;1758.0;03.03.2026 18:05;T11;35404c32-1716-11f1-8fac-4f8c70ca014a;1;;
TP_14921472603_TPS_18189232603;TP_14921472603;598280;a01439702129bd0e6ec7c02e577fb6e07ffa5705e1b99c071579ccfc7db8e7e2;2,03E+28;0;1;TPS_18189232603;HO2.26;HO2;26.0;VC;2026-03-03 16:51:00;2026-03-03 18:23:00;2026-03-03 18:26:00;2026-03-03 18:33:00;;174.0;;455.0;6147.0;03.03.2026 19:08;HO2, T09;d931e506-1718-11f1-947d-831003447a7d;1;1930139937;
TP_14921592603_TPS_18189552603;TP_14921592603;953897;dc66965e565557bafabdceb4de9a32a71d8eea852d8c4d7a432a02ed92143b88;2,03E+28;1;1;TPS_18189552603;T24.01.01;T24;1.0;RMG;2026-03-03 17:01:00;2026-03-03 17:17:00;2026-03-03 17:22:00;2026-03-03 17:35:00;928.0;309.0;;795.0;2032.0;03.03.2026 18:35;T24;502116e0-171a-11f1-95db-272e8e68cccf;1;;
TP_14922282603_TPS_18186132603;TP_14922282603;801225;36b47c91d866d15ea7c90365483f35d73cb517f6802a3626bf41173683a37f75;2,03E+28;1;1;TPS_18186132603;T15.02.01;T15;2.0;RMG;2026-03-03 16:34:00;2026-03-03 16:49:00;2026-03-03 16:52:00;2026-03-03 16:59:00;859.0;182.0;;426.0;1467.0;03.03.2026 18:05;T15;8a5a271a-1716-11f1-9002-ab87d085eb2b;1;;
TP_14922902603_TPS_18191752603;TP_14922902603;424062;1bf6ca9fb73035e8bcd654accd97e402c95515bf3fd6726727ed40c21dc422b3;2,03E+28;0;1;TPS_18191752603;HO2.27;HO2;27.0;VC;2026-03-03 18:00:00;2026-03-03 18:32:00;2026-03-03 18:35:00;2026-03-03 18:43:00;;195.0;;483.0;2614.0;03.03.2026 19:08;HO2, T07;6c002c68-1722-11f1-bfa9-e720aa8f0933;1;1930383993;
TP_14923112603_TPS_18192102603;TP_14923112603;355948;e26f4cb388eeaf2a544f5dbd884a836444d8951f8bd87cd536e0f7c71ec42002;2,03E+28;0;1;TPS_18192102603;HO2.25;HO2;25.0;VC;2026-03-03 20:22:00;2026-03-03 20:48:00;2026-03-03 20:58:00;2026-03-03 21:22:00;;576.0;;1418.0;3588.0;03.03.2026 22:05;HO2, T10;49844e58-1736-11f1-8bb9-8b819fca1532;1;1930656402;
TP_14923652603_20260303194309000000022914108;TP_14923652603;459078;1296bec78af203fbf77d0542b3bd9e5cb6270c24f1752da9481306edfea37255;2,03E+28;1;0;2,03E+28;LL;LL;;Leerlager;2026-03-03 17:55:00;2026-03-03 19:14:00;2026-03-03 19:43:00;2026-03-03 20:09:00;4750.0;1738.0;577.0;;;03.03.2026 21:08;LL, T09;44bdd7b9-172f-11f1-92ae-738a4550e387,42e85468-172f-11f1-92ae-738a4550e387;2;1930372776;
TP_14924132603_TPS_18127512603;TP_14924132603;877028;f8ca54db5434b06eb42b4cf58026dcbc952f35f78fae3ae778dc4726be006581;2,03E+28;0;1;TPS_18127512603;HO2.28;HO2;28.0;VC;2026-03-03 19:12:00;2026-03-03 19:37:00;2026-03-03 19:40:00;2026-03-03 20:10:00;;194.0;;1824.0;3473.0;03.03.2026 21:08;HO2, T08;f2cebb8a-172f-11f1-9dfb-236b2da5fbc4;1;1930557912;
TP_14924642603_TPS_18199172603;TP_14924642603;659876;d2373879479377db00a89dc9f7548d4d425c8ee1fd4e88d4558fdf53a927a145;2,03E+28;0;1;TPS_18199172603;HO2.28;HO2;28.0;VC;2026-03-04 04:48:00;2026-03-04 05:10:00;2026-03-04 05:19:00;2026-03-04 05:26:00;;522.0;;436.0;2275.0;04.03.2026 06:05;HO2, T12;0e75a4c8-177d-11f1-bfcd-fb7c2fb372ad;1;1931262735;
TP_14924762603_TPS_18127522603;TP_14924762603;625413;077afd688ae361ed838169e19f8a4b090b2b13943032c857160aa7ab87f1c83c;2,03E+28;0;1;TPS_18127522603;HO2.25;HO2;25.0;VC;2026-03-04 05:09:00;2026-03-04 05:39:00;2026-03-04 05:48:00;2026-03-04 06:01:00;;522.0;;805.0;3146.0;04.03.2026 07:06;HO2, T13;1774dcae-1784-11f1-a416-375f7a4eb2ef;1;1931278198;
TP_14926102603_TPS_18127502603;TP_14926102603;D492609;;2,03E+28;1;1;TPS_18127502603;HO2.27;HO2;27.0;VC;2026-03-03 19:00:00;2026-03-03 19:00:00;2026-03-03 19:04:00;2026-03-03 19:04:00;0.0;274.0;;0.0;274.0;03.03.2026 20:05;HO2;d7046026-172a-11f1-9cf3-5f52666e6a6a;1;;
TP_14929332603_TPS_18200652603;TP_14929332603;451904;f9e67c7b82cfe78668a4173ed3015f0b7c3318efd65fffe03027aedd35908e50;2,03E+28;1;1;TPS_18200652603;HO2.28;HO2;28.0;VC;2026-03-04 06:56:00;2026-03-04 07:14:00;2026-03-04 07:25:00;2026-03-04 07:35:00;1104.0;656.0;;563.0;2323.0;04.03.2026 08:35;HO2;e5a685d2-178e-11f1-b8dd-0337f8f9935c;1;;
TP_14929352603_TPS_18200682603;TP_14929352603;262592;36862bd21cf0d35577bb2c0b8da3870859ebdf0ae250fd4e9b8a016d0d5feddc;2,03E+28;1;1;TPS_18200682603;T08.02.01;T08;2.0;RMG;2026-03-04 06:57:00;2026-03-04 07:07:00;2026-03-04 07:14:00;2026-03-04 07:37:00;580.0;416.0;;1365.0;2361.0;04.03.2026 08:35;T08;19212340-178f-11f1-b8fc-6b2da6c61853;1;;
TP_14929812603_TPS_18201002603;TP_14929812603;434207;48d9f373ff9b28f75919741f1f00293838b6b7befec81ea0df141ac73fcd5d59;2,03E+28;0;1;TPS_18201002603;T12.01.01;T12;1.0;RMG;2026-03-04 08:30:00;2026-03-04 09:09:00;2026-03-04 09:14:00;2026-03-04 09:19:00;;291.0;;323.0;2905.0;04.03.2026 10:05;HO2, T12;18f0e9ac-179c-11f1-a142-13cca20ed276;1;;
TP_14929812603_TPS_18200992603;TP_14929812603;434207;48d9f373ff9b28f75919741f1f00293838b6b7befec81ea0df141ac73fcd5d59;2,03E+28;1;0;TPS_18200992603;HO2.23;HO2;23.0;VC;2026-03-04 08:30:00;2026-03-04 08:38:00;2026-03-04 09:05:00;2026-03-04 09:19:00;442.0;1659.0;190.0;;;04.03.2026 10:05;HO2, T12;;0;;
